"How about putting those skills to better use? We've got an important mission coming up, and we could use someone with your talent.","Wie w├ñre es, wenn Sie diese F├ñhigkeiten besser einsetzen k├Ânnten? Wir haben eine wichtige Mission vor uns und k├Ânnten jemanden mit deinem Talent gebrauchen."
"Hey kid! Did you think about what I asked you about? We need all the help we can get for this next mission.","He, Junge! Hast du dar├╝ber nachgedacht, worum ich dich gebeten habe? Wir brauchen jede Hilfe, die wir f├╝r diese n├ñchste Mission bekommen k├Ânnen."
"Excellent, come with us then.","Ausgezeichnet, dann kommen Sie mit uns."
"We'll be leaving soon, just come and see us if you change your mind.","Wir werden bald abreisen, kommen Sie einfach zu uns, wenn Sie Ihre Meinung ├ñndern."
"Okay, here's what we know: Team Rocket is planning some kind of heist on an island called \C[5]Pinkan Island\C[0].","Okay, hier ist, was wir wissen: Team Gesteinet plant eine Art Raub├╝berfall auf einer Insel namens Pinkan Island\C[5]0."
"Whatever they're up to, it's our job to stop them!","Was auch immer sie vorhaben, es ist unsere Aufgabe, sie zu stoppen!"
"Once we're on the island, we won't be able to come back until this is all dealt with. We'll leave whenever you're ready!","Wenn wir erst einmal auf der Insel sind, k├Ânnen wir nicht mehr zur├╝ckkommen, bis das alles erledigt ist. Wir werden gehen, wann immer ihr bereit seid!"
"I need more time","Ich brauche mehr Zeit"
"East","Ost"
"South","S├╝d"
"Guh guhugaugh!","Guh guhugaugh!"
"Sluuuuuuurp!","Sluuuuuuurp!"
"You should check out The Radio Tower's Guess The Fusion quiz show. ","Sie sollten sich die Quizsendung Guess The Fusion von The Radio-Turm ansehen."
"They say they're giving out a great prize to anyone who can score over 5,000 points!","Sie sagen, dass sie einen tollen Preis an jeden vergeben, der mehr als 5.000 Punkte erreicht!"
"Hello! I'm professor Elm's assistant. He's the Pok├®mon professor here in the Johto region.","Hallo! Ich bin die Zuschussentin von Professor Elm. Er ist der Pok├®mon-Professor hier in der Johto-Region."
"He tasked me with giving a starter Pok├®mon to anyone who fused 40 kinds of Pok├®mon!","Er beauftragte mich, jedem, der 40 Pok├®monarten fusioniert, ein Starter-Pok├®mon zu geben!"
"So, \PN! Have you fused at least 40 kinds of Pok├®mon?","Also, \PN! Hast du mindestens 40 Arten von Pok├®mon fusioniert?"
"So... Which one did you want?","Also... Welches wollten Sie?"
"Very well. I have to go now so I'll see you around!","Nun gut. Ich muss jetzt gehen, wir sehen uns dann!"
"When you fuse 40 kinds, come back for a starter Pok├®mon from Johto!","Wenn du 40 Arten fusioniert hast, kommst du zur├╝ck und holst dir ein Starter-Pok├®mon aus Johto!"
"Oh. I see. When you fuse 40 kinds, come back for a starter Pok├®mon from Johto!","Ach so. Aha, ich verstehe. Wenn du 40 Arten fusioniert hast, kommst du zur├╝ck und holst dir ein Starter-Pok├®mon aus Johto!"
"Woah! You're the Pok├®mon League champion!?","Wahnsinn! Du bist der Meister der Pok├®mon-Liga!?"
"You should test your skills against our local Gym Leaders here in Johto!","Du solltest deine F├ñhigkeiten gegen unsere lokalen Gym-Leader hier in Johto testen!"
"Bill worked together with Silph. Co. to develop Fusion techology.","Bill arbeitete zusammen mit Silph. Co. an der Entwicklung der Fusionstechnologie."
"He was the one who came up with the initial concept!","Er war derjenige, der das urspr├╝ngliche Konzept entwickelt hat!"
"Oh my, you're one lively looking young trainer. You remind me a bit of myself when I was younger.","Oh je, Sie sind ein lebhaft aussehender junger Trainer. Du erinnerst mich ein bisschen an mich selbst, als ich j├╝nger war."
"Do you like my Sneasel? It's quite rare around here. ","Magst du meine Sniebel? Sie ist hier ziemlich selten."
"I can trade it to you for a Lickitung. What do you think?","Ich kann sie gegen eine Schlurp eintauschen. Was meint ihr?"
"Lickitung is quite a rare Pok├®mon as well.","Auch Schlurp ist ein recht seltenes Pok├®mon."
"I completely understand. May our paths cross again someday. ","Ich verstehe das vollkommen. M├Âgen sich unsere Wege eines Tages wieder kreuzen."
"Never give up on your dreams!","Geben Sie Ihre Tr├ñume niemals auf!"
"Psst... You're with Team Rocket?","Psst... Du geh├Ârst zum Team Gesteinet?"
"Alright, come in...","Na gut, kommen Sie rein..."
"Hmm... On which day does this musician come here to play again?","Hmm ... An welchem Tag kommt dieser Musiker wieder hierher, um zu spielen?"
"Woah! Look at it spin!","Wahnsinn! Schau, wie es sich dreht!"
"I wonder where Wigglytop went.","Ich frage mich, wo Wigglytop geblieben ist."
"Zzzzzz.....","Zzzzzz....."
"Welcome! I sell rare artifacts from an ancient time. Are you interested?","Willkommen! Ich verkaufe seltene Artefakte aus einer alten Zeit. Sind Sie interessiert?"
"Welcome! I sell all kinds of hats!","Willkommen! Ich verkaufe alle Arten von H├╝ten!"
"Psst you, you're a Pok├®mon trainer, right?","Psst du, du bist doch Pok├®mon-Trainer, oder?"
"You must've heard of Team Rocket, right? We're trying to rebuild the organization and we're recruiting new grunts for a mission.","Du hast sicher schon von Team Gesteinet geh├Ârt, oder? Wir versuchen, die Organisation wieder aufzubauen und rekrutieren neue K├ñmpfer f├╝r eine Mission."
"You look like you can handle yourself. Do you want to join us?","Du siehst aus, als k├Ânntest du auf dich selbst aufpassen. Willst du dich uns anschlie├ƒen?"
"That's the spirit!","Das ist die richtige Einstellung!"
"\C[1]Captain Archer\C[0] is right behind that door. He's the one you want to talk to to get your first mission.","\C[1]Captain Archer\C[0] ist direkt hinter dieser T├╝r. Er ist derjenige, mit dem du reden musst, um deine erste Mission zu bekommen."
"Here's your uniform. Put it on and I'll let you in!","Hier ist deine Uniform. Zieh sie an und ich lasse dich rein!"
"Pfft, don't go crying once we take over the region.","Pfft, weinen Sie nicht, wenn wir die Region ├╝bernommen haben."
"The shops here are different depending on the time of the day so make sure to come back later too!","Die Gesch├ñfte hier sind je nach Tageszeit unterschiedlich, also kommen Sie auch sp├ñter wieder!"
"At night, it's a whole different set of shops.","Nachts sind es ganz andere Gesch├ñfte."
"Hello dear, I sell exotic food from all around the nation.  Won't you give it a taste?","Hallo mein Lieber, ich verkaufe exotische Lebensmittel aus dem ganzen Land.  Willst du sie nicht probieren?"
"Welcome! I sell all kinds of masks!","Willkommen! Ich verkaufe alle Arten von Masken!"
"DAYTIME BUSKING TIMESLOTS:","TAGESZEITFENSTER F├£R BUSFAHRER:"
"<b>MON: </b>AVAILABLE<r><b>TUE: </b>AVAILABLE\n <b>WED: </b>AVAILABLE<r><b>THU: </b>AVAILABLE\n <b>FRI: </b>TAKEN<r><b>SAT: </b>AVAILABLE\n <b>SUN: </b>AVAILABLE","<b>MONN: </b>VERF├£GBAR<r><b>DIENST: </b>VERF├£GBAR\n <b>MITTWOCH: </b>VERF├£GBAR<r><b>THU: </b>VERF├£GBAR\n <b>FRI: </b>VERF├£GBAR<r><b>SAT: </b>VERF├£GBAR\n <b>SONN: </b>VERF├£GBAR"
"\GThere's a bit of money in the case.","\Da ist ein bisschen Geld im Koffer."
"The case is empty","Der Koffer ist Silberblick"
"\G\PN took $1000 from the case while the Pok├®mon wasn't looking.","\G\PN hat 1000 Dollar aus dem Koffer genommen, als das Pok├®mon nicht hinsah."
"\G\PN put $1000 in the case.","\G\PN hat 1000 Dollar in den Koffer gesteckt."
"\G\PN took $1000 from the case.","\G\PN nahm 1000 Dollar aus dem Koffer."
"Pu?","Pu?"
"Your wallet feels slightly lighter...","Ihr Geldbeutel f├╝hlt sich etwas leichter an..."
"Pu puuu!","Pu puuu!"
"I bought this golden statue on a whim from the merchant over there. ","Ich habe diese goldene Statue aus einer Laune heraus bei dem H├ñndler dort dr├╝ben gekauft."
"It was quite expensive too so it better not be a fake!","Es war auch ziemlich teuer, also sollte es besser keine F├ñlschung sein!"
"I bought this diamond on a whim from the old man over there. ","Ich habe diesen Diamanten aus einer Laune heraus von dem alten Mann dort dr├╝ben gekauft."
"Hello, dear. I sell inexpensive herbal medicine. They're good, but a trifle bitter.","Hallo, meine Liebe. Ich verkaufe preiswerte Kr├ñutermedizin. Sie sind gut, aber ein bisschen bitter."
"Your Pok├®mon may not like them. Hehehehe...","Deine Pok├®mon m├Âgen sie vielleicht nicht. Hehehehe..."
"Welcome! I sell all kinds of cold weather clothes!","Willkommen! Ich verkaufe alle Arten von Kleidung f├╝r kaltes Wetter!"
"<b>MON: </b>AVAILABLE<r><b>TUE: </b>AVAILABLE\n <b>WED: </b>AVAILABLE<r><b>THU: </b>AVAILABLE\n <b>FRI: </b>AVAILABLE<r><b>SAT: </b>AVAILABLE\n <b>SUN: </b>AVAILABLE","<b>MONN: </b>VERF├£GBAR<r><b>DIENST: </b>VERF├£GBAR\n <b>MITTWOCH: </b>VERF├£GBAR<r><b>THU: </b>VERF├£GBAR\n <b>FRI: </b>VERF├£GBAR<r><b>SAT: </b>VERF├£GBAR\n <b>SONN: </b>VERF├£GBAR"
"The underground is like a flea market where all kinds of people come to sell their stuff.","Die U-Bahn ist wie ein Flohmarkt, zu dem alle m├Âglichen Leute kommen, um ihre Sachen zu verkaufen."
"The sellers here are all independent so you can buy a lot of goodies that you won't find anywhere else!","Die Verk├ñufer hier sind alle unabh├ñngig, so dass Sie viele Dinge kaufen k├Ânnen, die Sie sonst nirgendwo finden!"
"Welcome! I sell rare items that nobody else carries. Won't you have a look?","Willkommen! Ich verkaufe seltene Artikel, die sonst niemand f├╝hrt. Wollen Sie sich nicht umsehen?"
"Welcome! I sell all kinds of warm weather clothes!","Willkommen! Ich verkaufe alle Arten von Kleidung f├╝r warmes Wetter!"
"Wigglytop is so cool!","Wigglytop ist so cool!"
"Woah! Wigglytop sure seemed to be in a hurry!","Wahnsinn! Wigglytop schien es wirklich eilig zu haben!"
"Waaa ta ta waaa!","Waaa ta ta waaa!"
"Wee?","Wee?"
"\PN presented the \C[1]\V[1]\C[0] to the musician.","\PN pr├ñsentierte dem Musiker das \C[1]\V[1]\C[0]."
"Li! Lee la taaa!","Li! Lee la taaa!"
"Waaa ta!","Waaaaas!"
"Wigglytop pointed at the guitar case.","Wigglytop zeigte auf den Gitarrenkoffer."
"Woooop!","Wuhu!"
"Puuuu!","Puuuu!"
"Humph.. I forgot my key again. And no one's around to let me in this time.","Humph... Ich habe wieder meinen Schl├╝ssel vergessen. Und dieses Mal ist niemand da, der mich reinl├ñsst."
"I guess I'll have to go through the Department Store to get in now.","Jetzt muss ich wohl durch das Kaufhaus gehen, um hineinzukommen."
"Huh? What do you want? Leave me alone!","Hm? Was wollt ihr? Lass mich in Ruhe!"
"Hello, I sell rare Pok├®mon Feathers that have incredible effects. Would you like to have a look at my products?","Hallo, ich verkaufe seltene Pok├®mon-Federn, die unglaubliche Effekte haben. M├Âchten Sie einen Blick auf meine Produkte zu haben?"
"Welcome! I sell all kinds of hair accessories!","Willkommen! Ich verkaufe alle Arten von Haarschmuck!"
"This Wigglytop is special! It knows electric-type moves!","Dieser Wigglytop ist etwas Besonderes! Er kennt Bewegungen der elektrischen Art!"
"Now that I think about it, that busker seemed a bit familiar...","Jetzt, wo ich dar├╝ber nachdenke, kam mir der Stra├ƒenmusiker ein wenig bekannt vor..."
"Goldenrod Underground. Please register with the head office if you want to set up a shop.","Goldenrod Underground. Bitte melden Sie sich bei der Zentrale an, wenn Sie einen Shop einrichten m├Âchten."
"Hello. My name is Eusine. I've always had a special interest in legendary Pok├®mon. ","Hallo. Mein Name ist Eusine. Ich hatte schon immer ein besonderes Interesse an legend├ñren Pok├®mon."
"During my travels, I have come across several legendary Pok├®mon you know...","Auf meinen Reisen bin ich auf mehrere legend├ñre Pok├®mon gesto├ƒen, du wei├ƒt schon..."
"Hey! That \V[5] of yours looks pretty strong.","Hey! Dein \V[5] sieht ziemlich stark aus."
"You want to trade it for my Mewtwo?","Willst du ihn gegen meinen Mewtu tauschen?"
"I'm no fraud! You're missing out on the deal of a lifetime.","Ich bin kein Betr├╝ger! Sie lassen sich das Gesch├ñft Ihres Lebens entgehen."
"Yeah... Let's do this, hehe!","Ja... Lass es uns tun, hehe!"
"WHAT? I'm no fraud! You're missing out on the deal of a lifetime.","WAS? Ich bin kein Betr├╝ger! Sie lassen sich das Gesch├ñft Ihres Lebens entgehen."
"Take care of my Mewtwo, hehehe! Well I'm out of here.","Fahrschein auf meinen Mewtu auf, hehehe! So, ich bin dann mal weg."
"Welcome! I sell several types of hand-crafted glass flutes.  Would you be interested in buying?","Herzlich willkommen! Ich verkaufe mehrere Arten von handgefertigten Glasfl├Âten.  W├ñren Sie an einem Kauf interessiert?"
"Welcome! I sell all kinds of glasses!","Willkommen! Ich verkaufe alle Arten von Brillen!"
"Give money","Geld geben"
"Take money","Geld nehmen"
"Did you find what you needed in the tunnel?","Haben Sie in dem Tunnel gefunden, was Sie brauchten?"
"My favorite musician performs in the tunnel sometimes!","Mein Lieblingsmusiker tritt manchmal im Tunnel auf!"
"This leads to the Goldenrod Tunnel. ","Dieser f├╝hrt zum Goldenrodentunnel."
"People come from all over the region to sell their merchandise down there!","Die Leute kommen aus der ganzen Region, um dort ihre Waren zu verkaufen!"
"Welcome to Goldenrod City's hotel.","Willkommen im Hotel von Goldenrod City."
"I heard of a secret forest between Viridian City and Celadon City.","Ich habe von einem geheimen Wald zwischen Vertania City und Prismania City geh├Ârt."
"But who knows if it really exists...","Aber wer wei├ƒ, ob sie wirklich existiert..."
"Wow, you're from the Kanto region!","Wow, du kommst aus der Region Kanto!"
"Have you ever been to the Fuchsia City Safari Zone?","Waren Sie schon einmal in der Fucsia City Safarizone?"
"It's been my dream to go there ever since I was a little girl, but I never could afford to make the trip.","Schon als kleines M├ñdchen habe ich davon getr├ñumt, dorthin zu fahren, aber ich konnte es mir nie leisten, diese Reise zu machen."
"If you ever go back there, do you think you could bring me back a small souvenir? It would mean the world to me!","Wenn du jemals dorthin zur├╝ckkehrst, k├Ânntest du mir dann ein kleines Souvenir mitbringen? Das w├╝rde mir sehr viel bedeuten!"
"Thank you so much! I will wait for you right here!","Ich danke Ihnen vielmals! Ich werde hier auf Sie warten!"
"Oh... I see. I'm disappointed, but I understand.","Oh... ich verstehe. Ich bin entt├ñuscht, aber ich verstehe."
"So, did you bring me a souvenir from the Safari Zone in Kanto?","Hast du mir ein Souvenir aus der Safari-Zone in Kanto mitgebracht?"
"\PN handed the Safari Souvenir.","\PN ├╝bergab das Safari-Souvenir."
"This is great! I feel as if I was really there!","Das ist gro├ƒartig! Ich f├╝hle mich, als w├ñre ich wirklich dort gewesen!"
"You've made me very happy so I want to give you these as a thank you gift!","Sie haben mich sehr gl├╝cklich gemacht, deshalb m├Âchte ich Ihnen diese als Dankesch├Ân schenken!"
"It's been my dream to go to the Safari Zone ever since I was a little girl, but I never could afford to make the trip.","Seit ich ein kleines M├ñdchen war, habe ich davon getr├ñumt, die Safarizone zu besuchen, aber ich konnte es mir nie leisten."
"Thank you so much for bringing me that souvenir from the Safari Zone.","Vielen Dank, dass du mir dieses Souvenir aus der Safarizone mitgebracht hast."
"It's aways been my dream to go and this souvenir is the next best thing. You've made me very happy!","Ich habe schon immer davon getr├ñumt, dorthin zu reisen, und dieses Souvenir ist das Beste, was mir Fahrscheinieren konnte. Sie haben mich sehr gl├╝cklich gemacht!"
"I saw it mommy! The tree stump moved on its own! It's a magic stump!","Ich habe es gesehen, Mami! Der Baumstumpf hat sich von selbst bewegt! Es ist ein magischer Baumstumpf!"
"No, no, there's no such thing as a magic tree stump. Tree stumps are innanimate objects. They cannot move, my darling.","Nein, so etwas wie einen magischen Baumstumpf gibt es nicht. Baumst├╝mpfe sind leblose Objekte. Sie k├Ânnen sich nicht bewegen, mein Schatz."
"I'm sorry about that. My daughter went to play in Ilex Forest and she imagined a floating tree stump... And now it's all she'll talk about!","Das tut mir sehr leid. Meine Tochter ging im Steineichenwald spielen und stellte sich einen schwimmenden Baumstumpf vor... Und jetzt redet sie nur noch davon!"
"But it's truuuue, mommy!","Aber es ist wahr, Mami!"
"Pleaaase, miss! Won't you go in the forest and find the tree stump for me? Then mommy will have to believe me!","Bitte, Fr├ñulein! Willst du nicht in den Wald gehen und den Baumstumpf f├╝r mich suchen? Dann wird Mami mir glauben m├╝ssen!"
"Pleaaase, mister! Won't you go in the forest and find the tree stump for me? Then mommy will have to believe me!","Bitte, Wei├ƒnebeler! Willst du nicht in den Wald gehen und den Baumstumpf f├╝r mich suchen? Dann wird Mami mir glauben m├╝ssen!"
"YAY! You'll see, mommy, I'm telling the truth!","JUHU! Du wirst sehen, Mami, ich sage die Wahrheit!"
"Children have such a vivid imagination...","Kinder haben eine so lebhafte Fantasie..."
"Miss! Did you find the magic tree stump?","Fr├ñulein! Hast du den magischen Baumstumpf gefunden?"
"Mister! Did you find the magic tree stump?","Wei├ƒnebeler! Hast du den magischen Baumstumpf gefunden?"
"I'm really sorry about this. Darling, stop bothering strangers with your stories.","Das hier tut mir wirklich leid. Schatz, h├Âr auf, Fremde mit deinen Geschichten zu bel├ñstigen."
"YAY! It's the magic tree stump! You see I was telling the truth, mommy!","YAY! Es ist der magische Baumstumpf! Du siehst, ich habe die Wahrheit gesagt, Mami!"
"I don't believe it! Well, this goes to show that children know more than we think sometimes.","Ich kann es nicht glauben! Nun, das zeigt, dass Kinder manchmal mehr wissen, als wir denken."
"Thank you for indulging my daughter's request. Here's a little something for you. It's the least I can do.","Danke, dass Sie der Bitte meiner Tochter nachgekommen sind. Hier ist eine Kleinigkeit f├╝r Sie. Das ist das Mindeste, was ich tun kann."
"Children are much more observant than we are. I've been to Ilex Forest dozens of times and I've never seen such a Pok├®mon before!","Kinder sind viel aufmerksamer als wir. Ich war schon dutzende Male im Ilexwald und habe noch nie ein solches Pok├®mon gesehen!"
"I looooove the magic tree stump! It's so cute!","Ich liebe den magischen Baumstumpf! Er ist so niedlich!"
"This isn't the gym leader you are looking for...","Dies ist nicht der Leiter des Fitnessstudios, den Sie suchen..."
"You're already the champion and you still won't stop?!  Truly, I admire you.","Du bist bereits der Champion und willst immer noch nicht aufh├Âren?!  Wirklich, ich bewundere dich."
"Whitney uses \V[5]┬átype Pok├®mon. But don't lower your guard. She's a fierce opponent!","Whitney setzt Pok├®mon vom Typ V[5] ein. Aber sei nicht unvorsichtig. Sie ist ein harter Gegner!"
"Hello! Are you here for the Lucky Number show?","Hallo! Sind Sie hier f├╝r die Lucky Number Show?"
"Want me to check the ID numbers of your Pok├®mon? If you get lucky, you win a prize.","Soll ich die ID-Nummern deiner Pok├®mon ├╝berpr├╝fen? Wenn du Gl├╝ck hast, gewinnst du einen Preis."
"Today's ID number is \v[1]. Let's see if you have a match.","Die heutige ID-Nummer ist \v[1]. Schauen wir mal, ob du eine ├£bereinstimmung hast."
"Nope, none of your ID numbers match.","Nein, keine der ID-Nummern stimmt ├╝berein."
"The ID number of your team's \v[2] matches your Loto Ticket number!","Die ID-Nummer Ihres Teams \v[2] stimmt mit Ihrer Lottoticketnummer ├╝berein!"
"The last digit matched, so you won the fourth prize.","Die letzte Ziffer stimmt ├╝berein, also hast du den vierten Preis gewonnen."
"Wow! You have a perfect match of all five numbers! We have a grand prize winner!","Wahnsinn! Du hast eine perfekte ├£bereinstimmung aller f├╝nf Zahlen! Wir haben einen Hauptgewinner!"
"You've won the jackpot prize!","Sie haben den Jackpot gewonnen!"
"The last four digits matched, so you win the first prize!","Die letzten vier Ziffern stimmen ├╝berein, Sie gewinnen also den ersten Preis!"
"Hey! You've matched the last three numbers! You've won second prize!","Hey! Du hast die letzten drei Zahlen richtig! Du hast den zweiten Preis gewonnen!"
"Ooh, you've matched the last two numbers. You've won third prize, a Max Revive.","Oh, du hast die letzten beiden Zahlen getroffen. Du hast den dritten Preis gewonnen, ein Top-Beleber."
"Please come back tomorrow for the next LUCKY NUMBER.","Bitte kommen Sie morgen f├╝r die n├ñchste LUCKY NUMBER wieder."
"Oh, I see.\nPlease do visit us again.","Oh, ich verstehe.\nBitte besuchen Sie uns wieder."
"You've already drawn a Loto Ticket today.  Please come back tomorrow.","Sie haben heute bereits ein Lotterielos gezogen.  Bitte kommen Sie morgen wieder."
"1F RECEPTION\n2F FUSION QUIZ\n3F MUSIC LOUNGE\n 4F EDITING STUDIO\n5F DIRECTOR'S OFFICE","1F EMPFANG\n2F FUSION QUIZ\n3F MUSIC LOUNGE\n 4F BEARBEITUNGSSTUDIO\n5F DIREKTORINNENB├£RO"
"Team Rocket took over Silph Co. in Kanto! I heard it on the news!","Team Gesteinet hat die Silph AG in Kanto ├╝bernommen! Ich habe es in den Nachrichten geh├Ârt!"
"I hope everyone there is alright now.","Ich hoffe, dass es allen dort jetzt gut geht."
"I wish that talented busker from the tunnel would come here to play on the radio instead!","Ich w├╝nschte, der talentierte Stra├ƒenmusiker aus dem Tunnel w├╝rde stattdessen hierher kommen und im Radio spielen!"
"Would you like to trade your Radio Points for some of our prizes?","M├Âchten Sie Ihre Radiopunkte gegen einige unserer Preise eintauschen?"
"This is where we host the famous ""Guess That Fusion"" radio show.","Hier veranstalten wir die ber├╝hmte Radioshow ""Guess That Fusion""."
"Contestants can exchange their points for various prizes too.","Die Teilnehmer k├Ânnen ihre Punkte auch gegen verschiedene Preise eintauschen."
"The Guess That Fusion Quiz show is our most popular show.","Die Guess That Fusion Quiz Show ist unsere beliebteste Show."
"People tune in from all across the region to listen to it!","Die Leute kommen aus der ganzen Region, um sie zu h├Âren!"
"It's the radio schedule for the next month.","Das ist das Radioprogramm f├╝r den n├ñchsten Monat."
"There's a great prize for whoever can score more than 5,000 points in a single game.","Es gibt einen tollen Preis f├╝r denjenigen, der mehr als 5.000 Punkte in einem einzigen Spiel erzielt."
"I'm not allowed to say what it is, but it's super useful for Pok├®mon trainers!","Ich darf nicht sagen, was es ist, aber es ist super n├╝tzlich f├╝r Pok├®mon-Trainer!"
"You can hear the host's voice coming both from the radio and the other side of the room at the same time!","Sie k├Ânnen die Stimme des Moderators sowohl aus dem Radio als auch von der anderen Seite des Raumes gleichzeitig h├Âren!"
"2F GUESS THAT FUSION","2F VERMUTET, DASS DIE FUSION"
"It's playlist full of great tunes!","Es ist eine Playlist voller toller Melodien!"
"Anywhere, Anytime\nPOKEMON Radio","├£berall und jederzeit\nPOKEMON Radio"
"It's the fusion quiz's dashboard. What would you like to view?","Das ist das Dashboard f├╝r das Fusionsquiz. Was m├Âchten Sie sehen?"
"Fusion Quiz statistics for \PN:","Fusion-Quiz-Statistiken f├╝r \PN:"
"Numbers of games played: \C[1]\V[268]\n\C[0] Highest score: \C[1]\V[267]\n\C[0] Total points cumulated: \C[1]\V[269]","Anzahl der gespielten Partien: \C[1]\V[268]\n\C[0] H├Âchste Punktzahl: \C[1]\V[267]\n\C[0] Kumulierte Gesamtpunkte: \C[1]\V[269]"
"Each question is worth a base amount of points depending on how difficult the question is and the selected difficulty.","Jede Frage ist je nach Schwierigkeitsgrad und gew├ñhlter Schwierigkeit eine bestimmte Anzahl von Punkten wert."
"On the regular difficulty, this base amount is 300 points for guessing the body and 400 points for guessing the head when they're obscured and 100 points when the Pok├®mon is visible.","Auf dem normalen Schwierigkeitsgrad betr├ñgt dieser Grundbetrag 300 Punkte f├╝r das Erraten des K├Ârpers und 400 Punkte f├╝r das Erraten des Kopfes, wenn sie verdeckt sind, und 100 Punkte, wenn das Pok├®mon sichtbar ist."
"On the advanced difficulty, the base amount is 500 and 600 when obscured for the body and head respectively and 200 when fully visible.","Auf dem fortgeschrittenen Schwierigkeitsgrad betr├ñgt der Grundbetrag 500 bzw. 600 f├╝r den K├Ârper und den Kopf, wenn sie verdeckt sind, und 200, wenn sie vollst├ñndig sichtbar sind."
"This base amount of points is then multiplied by a set amount that increases with every round.","Dieser Grundbetrag an Punkten wird dann mit einem bestimmten Betrag multipliziert, der sich mit jeder Runde erh├Âht."
"On top of that, the points earned are multiplied by a set amount that depends on your current streak. The higher the streak, the higher the multiplier!","Dar├╝ber hinaus werden die verdienten Punkte mit einem bestimmten Betrag multipliziert, der von Ihrer aktuellen Serie abh├ñngt. Je h├Âher die Gl├╝cksstr├ñhne, desto h├Âher der Multiplikator!"
"This is where we record the Guess That Fusion Quiz show.","Hier nehmen wir die Guess That Fusion Quiz Show auf."
"Contestants have to guess a series of fused Pok├®mon from images and they earn points for every correct answer.","Die Teilnehmer m├╝ssen eine Reihe von fusionierten Pok├®mon anhand von Bildern erraten und erhalten f├╝r jede richtige Antwort Punkte."
"The show is just about to start. Would you like to join us as a contestant?","Die Show f├ñngt gleich an. M├Âchten Sie als Kandidat mitmachen?"
"Great! We're live in 3..\.. 2..\.. 1...","Das ist toll! Wir leben in 3...\. 2...\. 1..."
"Ladies and gentlemen, welcome to the most electrifying game show on the airwaves! It's time for the ""Guess That Fusion Quiz Show""!","Meine Damen und Herren, willkommen bei der spannendsten Spielshow im ├äther! Es ist Zeit f├╝r die ""Guess That Fusion Quiz Show""!"
"I'm your host, Mary, and today we have \PN joining us as a first-time contestant.","Ich bin eure Moderatorin Mary, und heute haben wir \PN als erstmaligen Teilnehmer bei uns."
"Let's see how they fare in this 3-round game!","Mal sehen, wie sie sich in diesem 3-Runden-Spiel schlagen!"
"Without further ado, let the game begin!","Ohne Umschweife, das Spiel kann beginnen!"
"Well that's the show, folks. Make sure to tune in next time for some more Guess The Fusion!","Nun, das war die Show, Leute. Schalten Sie das n├ñchste Mal ein, wenn es mehr Guess The Fusion gibt!"
"And that's the game folks! \PN finished with a total of \V[1] points.","Und das ist das Spiel, Leute! \PN hat mit insgesamt \V[1] Punkten abgeschlossen."
"Not bad at all for a first time contestant!","Gar nicht so schlecht f├╝r einen erstmaligen Wettbewerbsteilnehmer!"
"It wasn't quite the astounding performance that you folks were uhoping for, but everyone has to start somewhere!","Es war nicht ganz die erstaunliche Leistung, die ihr euch erhofft hattet, aber jeder muss irgendwo anfangen!"
"Join us next time for some for Guess That Fusion fun!","Kommen Sie das n├ñchste Mal zu Guess That Fusion und haben Sie Spa├ƒ!"
"Thanks for playing! You can exchange your points for some prizes with my assistant over there.","Danke f├╝rs Mitmachen! Sie k├Ânnen Ihre Punkte f├╝r einige Preise mit meinem Zuschussenten dort dr├╝ben eintauschen."
"Also, if you'd like to join us again, we have a \C[1]special prize\C[0] for anyone who can score more than 5,000 points in a single game.","Und wenn du wieder mitmachen m├Âchtest, haben wir einen Sonderpreis f├╝r alle, die in einem einzigen Spiel mehr als 5.000 Punkte erzielen."
"I hope you're up for the challenge!","Ich hoffe, Sie sind bereit f├╝r die Herausforderung!"
"Join us whenever you can. We have a ton of great prizes for our contestants!","Mach mit, wann immer du kannst. Wir haben eine Menge toller Preise f├╝r unsere Teilnehmer!"
"Hey! Would you like to take part in the Guess That Fusion Quiz again?","Hey! M├Âchtest du wieder am Guess That Fusion Quiz teilnehmen?"
"This time we have a \C[1]special prize\C[0] for anyone who manages to break 5,000 points in a single game!","Dieses Mal gibt es einen \C[1]Sonderpreis\C[0] f├╝r jeden, der es schafft, 5.000 Punkte in einem einzigen Spiel zu erreichen!"
"Would you like to join us?","M├Âchten Sie sich uns anschlie├ƒen?"
"How many rounds would you like to play? You'll have to do a 5-round game if you want a chance at winning the \C[1]special prize\C[0]!","Wie viele Runden wollt ihr spielen? Ihr m├╝sst 5 Runden spielen, wenn ihr eine Chance auf den Sonderpreis haben wollt!"
"Join us whenever you can for a chance to win the \C[1]special prize\C[0]!","Machen Sie mit, wann immer Sie k├Ânnen, und gewinnen Sie den \C[1]Sonderpreis\C[0]!"
"Fantastic! Okay, we're live in 3..\.. 2..\.. 1...","Fantastisch! Okay, wir sind live in 3..\.. 2..\.. 1..."
"I'm your host, Mary, and today we have \PN who's joining us as a returning contestant.","Ich bin eure Moderatorin Mary, und heute haben wir \PN, die als wiederkehrende Teilnehmerin zu uns kommt."
"Let's see how they fare in this \V[1]-round game!","Mal sehen, wie sie sich in diesem V[1]-Runden-Spiel schlagen!"
"Another great performance by \PN!","Eine weitere gro├ƒartige Leistung von \PN!"
